sample_1,sample_2,haplotypes_shared,total_haplotypes,prop_haplotype_sharing
S147,S135,0,12,0
S147,S136,1,5,0.2
S147,S137,0,4,0
S147,S138,0,4,0
S147,S139,0,5,0
S147,S140,0,6,0
S147,S141,0,4,0
S147,S142,1,4,0.25
S147,S143,1,3,0.333333333
S147,S145,0,4,0
S147,S146,0,4,0
S147,S148,0,10,0
S147,S149,0,4,0
S147,S151,1,3,0.333333333
S147,S152,0,5,0
S147,S153,0,4,0
S147,S154,0,6,0
S147,S155,0,4,0
S147,S156,0,4,0
S147,S158,1,3,0.333333333
S147,S160,1,7,0.142857143
S147,S165,1,3,0.333333333
S147,S166,2,5,0.4
S147,S167,0,4,0
S147,S169,0,4,0
S147,S170,0,5,0
S147,S171,0,4,0
S147,S172,0,4,0
S147,S174,0,4,0
S147,S178,0,7,0
S147,S184,3,8,0.375
S147,S186,1,3,0.333333333
S147,S187,0,12,0
S147,S188,2,12,0.166666667
S147,S189,0,4,0
S147,S190,0,7,0
S147,S194,1,16,0.0625
S147,S195,0,4,0
S147,S198,0,4,0
S147,S199,0,4,0
S147,S201,0,6,0
S147,S202,1,5,0.2
S147,S203,1,7,0.142857143
S147,S204,0,4,0
S147,S206,0,4,0
S147,S208,1,5,0.2
S147,S210,0,4,0
S147,S212,0,4,0
S147,S214,1,6,0.166666667
S147,S216,1,5,0.2
S147,S218,0,4,0
S147,S220,0,4,0
S147,S221,0,4,0
S147,S222,1,3,0.333333333
S147,S223,0,4,0
S147,S224,1,3,0.333333333
S147,S225,2,3,0.666666667
S147,S226,0,4,0
S147,S227,0,4,0
S147,S228,0,4,0
S147,S230,0,5,0
S147,S231,1,5,0.2
S147,S232,1,3,0.333333333
S147,S233,0,4,0
S147,S234,2,5,0.4
S147,S235,2,10,0.2
S147,S237,0,4,0
S147,S238,0,4,0
S147,S239,1,4,0.25
S147,S242,0,6,0
S147,S243,1,3,0.333333333
S147,S244,0,4,0
S147,S245,0,5,0
S147,S247,0,4,0
S147,S254,0,6,0
S147,S255,0,7,0
S147,S256,0,5,0
S147,S257,0,4,0
S147,S261,1,6,0.166666667
S147,S262,0,5,0
S147,S264,0,5,0
S147,S265,3,12,0.25
S147,S266,0,8,0
S147,S267,1,4,0.25
S147,S268,1,4,0.25
S147,S269,1,9,0.111111111
S147,S270,1,5,0.2
S147,S271,0,7,0
S147,S272,1,3,0.333333333
S147,S274,0,5,0
S147,S275,0,4,0
S147,S276,0,5,0
S147,S277,0,5,0
S147,S278,0,5,0
S147,S280,0,4,0
S147,S281,0,6,0
S147,S282,2,4,0.5
S147,S284,0,4,0
S147,S285,0,4,0
S147,S286,0,4,0
S147,S294,1,4,0.25
S147,S295,1,3,0.333333333
S147,S297,0,5,0
S147,S298,0,4,0
S147,S300,0,4,0
S147,S302,0,5,0
S147,S303,0,5,0
S147,S304,1,4,0.25
S147,S305,0,4,0
S147,S306,0,4,0
S147,S308,0,4,0
S147,S309,1,3,0.333333333
S147,S310,0,5,0
S147,S311,1,3,0.333333333
S147,S313,0,4,0
S147,S316,2,5,0.4
S147,S317,0,8,0
S147,S318,0,4,0
S147,S319,1,3,0.333333333
S147,S320,0,5,0
S147,S321,0,6,0
S147,S322,0,4,0
S147,S324,0,4,0
S147,S325,0,5,0
S147,S326,0,4,0
S147,S328,0,5,0
S147,S329,0,4,0
S147,S331,1,4,0.25
S147,S332,0,8,0
S147,S333,0,4,0
S147,S334,0,4,0
S147,S335,0,4,0
S147,S336,0,4,0
S147,S337,1,5,0.2
S147,S338,0,5,0
S147,S339,3,5,0.6
S147,S340,1,6,0.166666667
S147,S342,0,4,0
S147,S344,1,3,0.333333333
S147,S345,0,4,0
S147,S346,1,6,0.166666667
S147,S348,3,10,0.3
S147,S349,1,3,0.333333333
S147,S354,1,4,0.25
S147,S355,0,4,0
S147,S358,0,7,0
S147,S359,0,4,0
S147,S360,0,5,0
S147,S361,0,8,0
S147,S362,0,4,0
S147,S363,0,5,0
S147,S365,0,5,0
S147,S366,0,6,0
S147,S367,0,4,0
S147,S368,0,4,0
S147,S371,0,4,0
S147,S373,0,4,0
S147,S374,1,6,0.166666667
S147,S375,2,4,0.5
S147,S376,0,6,0
S147,S377,0,6,0
S147,S378,1,4,0.25
S147,S380,0,4,0
S147,S381,1,3,0.333333333
S147,S384,0,4,0
S147,S387,0,6,0
S147,S388,1,13,0.076923077
S147,S390,0,4,0
S147,S391,0,4,0
S147,S392,0,4,0
S147,S393,0,4,0
S147,S394,1,3,0.333333333
S147,S395,1,4,0.25
S147,S397,1,3,0.333333333
S147,S399,1,6,0.166666667
S147,S400,2,8,0.25
S147,S401,0,6,0
S147,S402,0,4,0
S147,S404,0,5,0
S147,S405,0,4,0
S147,S406,0,5,0
S147,S407,1,4,0.25
S147,S411,0,5,0
S147,S412,0,5,0
S147,S413,1,5,0.2
S147,S415,1,4,0.25
S147,S416,0,5,0
S147,S417,0,8,0
S147,S418,0,4,0
S147,S419,0,5,0
S147,S420,0,4,0
S147,S421,0,5,0
S147,S422,0,4,0
S147,S423,0,5,0
S147,S424,0,5,0
S147,S425,0,4,0
S147,S426,0,5,0
S147,S427,0,4,0
S147,S428,1,6,0.166666667
S147,S429,1,9,0.111111111
S147,S431,0,4,0
S147,S432,0,5,0
S147,S433,0,5,0
S147,S434,0,4,0
S147,S435,0,9,0
S147,S436,0,7,0
S147,S437,0,4,0
S147,S438,0,5,0
S147,S439,3,7,0.428571429
S147,S440,2,5,0.4
S147,S441,0,4,0
S147,S442,1,10,0.1
S147,S443,0,5,0
S147,S444,1,10,0.1
S147,S445,0,4,0
S147,S447,0,4,0
S147,S448,0,4,0
S147,S449,0,4,0
S147,S450,2,4,0.5
S147,S451,0,4,0
S147,S453,1,4,0.25
S147,S456,0,4,0
S147,S458,0,4,0
S147,S462,1,5,0.2
S147,S463,0,4,0
S147,S466,1,3,0.333333333
S147,S467,1,7,0.142857143
S147,S468,0,6,0
S147,S470,0,4,0
S147,S471,2,6,0.333333333
S147,S473,1,6,0.166666667
S147,S474,1,6,0.166666667
S147,S475,1,5,0.2
S147,S478,2,7,0.285714286
S147,S479,0,4,0
S147,S480,0,4,0
S147,S481,0,4,0
S147,S482,0,6,0
S147,S483,2,7,0.285714286
S147,S484,0,9,0
S147,S486,1,9,0.111111111
S147,S487,0,4,0
S147,S488,0,8,0
S147,S489,1,4,0.25
S147,S492,0,4,0
S147,S496,1,3,0.333333333
S147,S499,1,7,0.142857143
S147,S502,1,5,0.2
S147,S505,1,6,0.166666667
S147,S506,1,4,0.25
S147,S507,0,5,0
S147,S508,0,6,0
S147,S510,0,6,0
S147,S511,1,3,0.333333333
S148,S1,1,8,0.125
S148,S2,0,8,0
S148,S3,0,8,0
S148,S4,1,8,0.125
S148,S5,1,7,0.142857143
S148,S6,0,15,0
S148,S7,0,13,0
S148,S8,0,8,0
S148,S10,0,8,0
S148,S12,0,9,0
S148,S13,1,7,0.142857143
S148,S15,1,7,0.142857143
S148,S16,0,8,0
S148,S17,1,9,0.111111111
S148,S18,1,9,0.111111111
S148,S19,1,7,0.142857143
S148,S20,0,8,0
S148,S21,0,12,0
S148,S22,1,7,0.142857143
S148,S23,0,10,0
S148,S24,0,8,0
S148,S25,0,8,0
S148,S26,0,8,0
S148,S27,0,10,0
S148,S28,1,8,0.125
S148,S30,0,8,0
S148,S31,0,11,0
S148,S32,0,8,0
S148,S33,0,8,0
S148,S34,0,8,0
S148,S35,1,7,0.142857143
S148,S39,0,9,0
S148,S42,0,8,0
S148,S43,0,9,0
S148,S45,0,8,0
S148,S46,1,9,0.111111111
S148,S47,0,13,0
S148,S49,1,9,0.111111111
S148,S50,1,9,0.111111111
S148,S51,0,8,0
S148,S52,1,7,0.142857143
S148,S53,0,10,0
S148,S54,1,9,0.111111111
S148,S55,0,10,0
S148,S56,0,9,0
S148,S57,0,8,0
S148,S59,4,14,0.285714286
S148,S60,0,9,0
S148,S62,2,10,0.2
S148,S63,1,9,0.111111111
S148,S65,0,9,0
S148,S66,0,8,0
S148,S67,0,9,0
S148,S68,0,9,0
S148,S69,0,12,0
S148,S70,0,10,0
S148,S71,0,8,0
S148,S73,0,8,0
S148,S75,0,8,0
S148,S77,4,12,0.333333333
S148,S79,0,8,0
S148,S80,0,9,0
S148,S81,0,8,0
S148,S82,0,9,0
S148,S83,2,8,0.25
S148,S84,0,10,0
S148,S85,0,8,0
S148,S86,0,8,0
S148,S87,0,8,0
S148,S88,0,8,0
S148,S89,0,9,0
S148,S91,0,8,0
S148,S94,1,12,0.083333333
S148,S95,0,9,0
S148,S97,0,8,0
S148,S98,0,9,0
S148,S101,0,8,0
S148,S103,0,8,0
S148,S106,1,10,0.1
S148,S107,0,8,0
S148,S108,0,11,0
S148,S111,3,10,0.3
S148,S113,0,8,0
S148,S118,0,12,0
S148,S119,0,8,0
S148,S121,1,13,0.076923077
S148,S122,0,11,0
S148,S123,0,9,0
S148,S126,0,11,0
S148,S129,0,8,0
S148,S130,0,8,0
S148,S131,1,10,0.1
S148,S133,0,11,0
S148,S134,4,9,0.444444444
S148,S135,5,11,0.454545455
S148,S136,2,8,0.25
S148,S137,0,8,0
S148,S138,0,8,0
S148,S139,1,8,0.125
S148,S140,1,9,0.111111111
S148,S141,1,7,0.142857143
S148,S142,1,8,0.125
S148,S143,0,8,0
S148,S145,0,8,0
S148,S146,0,8,0
S148,S147,0,10,0
S148,S149,0,8,0
S148,S151,0,8,0
S148,S152,0,9,0
S148,S153,1,7,0.142857143
S148,S154,1,9,0.111111111
S148,S155,0,8,0
S148,S156,0,8,0
S148,S158,0,8,0
S148,S160,0,12,0
S148,S165,0,8,0
S148,S166,0,11,0
S148,S167,0,8,0
S148,S169,0,8,0
S148,S170,1,8,0.125
S148,S171,1,7,0.142857143
S148,S172,0,8,0
S148,S174,1,7,0.142857143
S148,S178,2,9,0.222222222
S148,S184,2,13,0.153846154
S148,S186,0,8,0
S148,S187,3,13,0.230769231
S148,S188,0,18,0
S148,S189,0,8,0
S148,S190,1,10,0.1
S148,S194,3,18,0.166666667
S148,S195,0,8,0
S148,S198,1,7,0.142857143
S148,S199,0,8,0
S148,S201,0,10,0
S148,S202,1,9,0.111111111
S148,S203,0,12,0
S148,S204,0,8,0
S148,S206,0,8,0
S148,S208,0,10,0
S148,S210,0,8,0
S148,S212,0,8,0
S148,S214,2,9,0.222222222
S148,S216,0,10,0
S148,S218,0,8,0
S148,S220,0,8,0
S148,S221,0,8,0
S148,S222,0,8,0
S148,S223,0,8,0
S148,S224,0,8,0
S148,S225,0,9,0
S148,S226,0,8,0
S148,S227,0,8,0
S148,S228,0,8,0
S148,S230,0,9,0
S148,S231,0,10,0
S148,S232,0,8,0
S148,S233,0,8,0
S148,S234,0,11,0
S148,S235,1,15,0.066666667
S148,S237,0,8,0
S148,S238,0,8,0
S148,S239,0,9,0
S148,S242,1,9,0.111111111
S148,S243,0,8,0
S148,S244,0,8,0
S148,S245,1,8,0.125
S148,S247,1,7,0.142857143
S148,S254,0,10,0
S148,S255,3,8,0.375
S148,S256,1,8,0.125
S148,S257,0,8,0
S148,S261,1,10,0.1
S148,S262,0,9,0
S148,S264,0,9,0
S148,S265,2,17,0.117647059
S148,S266,2,10,0.2
S148,S267,0,9,0
S148,S268,0,9,0
S148,S269,3,11,0.272727273
S148,S270,1,9,0.111111111
S148,S271,0,11,0
S148,S272,0,8,0
S148,S274,1,8,0.125
S148,S275,0,8,0
S148,S276,1,8,0.125
S148,S277,1,8,0.125
S148,S278,1,8,0.125
S148,S280,1,7,0.142857143
S148,S281,1,9,0.111111111
S148,S282,1,9,0.111111111
S148,S284,0,8,0
S148,S285,0,8,0
S148,S286,1,7,0.142857143
S148,S294,0,9,0
S148,S295,0,8,0
S148,S297,1,8,0.125
S148,S298,1,7,0.142857143
S148,S300,1,7,0.142857143
S148,S302,0,9,0
S148,S303,0,9,0
S148,S304,0,9,0
S148,S305,0,8,0
S148,S306,0,8,0
S148,S308,1,7,0.142857143
S148,S309,0,8,0
S148,S310,0,9,0
S148,S311,0,8,0
S148,S313,0,8,0
S148,S316,1,10,0.1
S148,S317,0,12,0
S148,S318,0,8,0
S148,S319,0,8,0
S148,S320,1,8,0.125
S148,S321,0,10,0
S148,S322,0,8,0
S148,S324,0,8,0
S148,S325,0,9,0
S148,S326,0,8,0
S148,S328,1,8,0.125
S148,S329,0,8,0
S148,S331,1,8,0.125
S148,S332,1,11,0.090909091
S148,S333,0,8,0
S148,S334,0,8,0
S148,S335,0,8,0
S148,S336,0,8,0
S148,S337,2,8,0.25
S148,S338,0,9,0
S148,S339,1,11,0.090909091
S148,S340,1,10,0.1
S148,S342,0,8,0
S148,S344,0,8,0
S148,S345,0,8,0
S148,S346,2,9,0.222222222
S148,S348,3,14,0.214285714
S148,S349,0,8,0
S148,S354,0,9,0
S148,S355,0,8,0
S148,S358,1,10,0.1
S148,S359,1,7,0.142857143
S148,S360,1,8,0.125
S148,S361,0,12,0
S148,S362,0,8,0
S148,S363,0,9,0
S148,S365,2,7,0.285714286
S148,S366,3,7,0.428571429
S148,S367,0,8,0
S148,S368,0,8,0
S148,S371,0,8,0
S148,S373,0,8,0
S148,S374,0,11,0
S148,S375,1,9,0.111111111
S148,S376,2,8,0.25
S148,S377,2,8,0.25
S148,S378,1,8,0.125
S148,S380,0,8,0
S148,S381,0,8,0
S148,S384,1,7,0.142857143
S148,S387,1,9,0.111111111
S148,S388,1,17,0.058823529
S148,S390,0,8,0
S148,S391,0,8,0
S148,S392,0,8,0
S148,S393,0,8,0
S148,S394,0,8,0
S148,S395,0,9,0
S148,S397,0,8,0
S148,S399,0,11,0
S148,S400,0,14,0
S148,S401,0,10,0
S148,S402,0,8,0
S148,S404,0,9,0
S148,S405,0,8,0
S148,S406,1,8,0.125
S148,S407,0,9,0
S148,S411,1,8,0.125
S148,S412,1,8,0.125
S148,S413,0,10,0
S148,S415,1,8,0.125
S148,S416,0,9,0
S148,S417,1,11,0.090909091
S148,S418,0,8,0
S148,S419,0,9,0
S148,S420,0,8,0
S148,S421,1,8,0.125
S148,S422,0,8,0
S148,S423,1,8,0.125
S148,S424,0,9,0
S148,S425,0,8,0
S148,S426,1,8,0.125
S148,S427,0,8,0
S148,S428,0,11,0
S148,S429,0,14,0
S148,S431,1,7,0.142857143
S148,S432,1,8,0.125
S148,S433,1,8,0.125
S148,S434,0,8,0
S148,S435,2,11,0.181818182
S148,S436,3,8,0.375
S148,S437,0,8,0
S148,S438,0,9,0
S148,S439,1,13,0.076923077
S148,S440,0,11,0
S148,S441,0,8,0
S148,S442,3,12,0.25
S148,S443,1,8,0.125
S148,S444,2,13,0.153846154
S148,S445,0,8,0
S148,S447,0,8,0
S148,S448,0,8,0
S148,S449,1,7,0.142857143
S148,S450,1,9,0.111111111
S148,S451,0,8,0
S148,S453,0,9,0
S148,S456,0,8,0
S148,S458,0,8,0
S148,S462,0,10,0
S148,S463,1,7,0.142857143
S148,S466,0,8,0
S148,S467,1,11,0.090909091
S148,S468,1,9,0.111111111
S148,S470,0,8,0
S148,S471,0,12,0
S148,S473,1,10,0.1
S148,S474,0,11,0
S148,S475,0,10,0
S148,S478,0,13,0
S148,S479,0,8,0
S148,S480,0,8,0
S148,S481,0,8,0
S148,S482,0,10,0
S148,S483,1,12,0.083333333
S148,S484,1,12,0.083333333
S148,S486,0,14,0
S148,S487,1,7,0.142857143
S148,S488,1,11,0.090909091
S148,S489,1,8,0.125
S148,S492,0,8,0
S148,S496,0,8,0
S148,S499,0,12,0
S148,S502,0,10,0
S148,S505,1,10,0.1
S148,S506,0,9,0
S148,S507,0,9,0
S148,S508,3,7,0.428571429
S148,S510,1,9,0.111111111
S148,S511,0,8,0
S149,S1,0,3,0
S149,S2,0,2,0
S149,S3,0,2,0
S149,S4,0,3,0
S149,S5,0,2,0
S149,S6,1,8,0.125
S149,S7,0,7,0
S149,S8,0,2,0
S149,S10,0,2,0
S149,S12,0,3,0
S149,S13,0,2,0
S149,S15,0,2,0
S149,S16,0,2,0
S149,S17,0,4,0
S149,S18,0,4,0
S149,S19,0,2,0
S149,S20,0,2,0
S149,S21,0,6,0
S149,S22,0,2,0
S149,S23,0,4,0
S149,S24,0,2,0
S149,S25,0,2,0
S149,S26,0,2,0
S149,S27,0,4,0
S149,S28,0,3,0
S149,S30,0,2,0
S149,S31,1,4,0.25
S149,S32,0,2,0
S149,S33,0,2,0
S149,S34,0,2,0
S149,S35,0,2,0
S149,S39,1,2,0.5
S149,S42,0,2,0
S149,S43,0,3,0
S149,S45,1,1,1
S149,S46,0,4,0
S149,S47,0,7,0
S149,S49,0,4,0
S149,S50,0,4,0
S149,S51,0,2,0
S149,S52,0,2,0
S149,S53,0,4,0
S149,S54,0,4,0
S149,S55,0,4,0
S149,S56,0,3,0
S149,S57,0,2,0
S149,S59,0,12,0
S149,S60,0,3,0
S149,S62,0,6,0
S149,S63,0,4,0
S149,S65,0,3,0
S149,S66,0,2,0
S149,S67,0,3,0
S149,S68,0,3,0
S149,S69,0,6,0
S149,S70,1,3,0.333333333
S149,S71,0,2,0
S149,S73,0,2,0
S149,S75,0,2,0
S149,S77,0,10,0
S149,S79,0,2,0
S149,S80,0,3,0
S149,S81,0,2,0
S149,S82,0,3,0
S149,S83,1,3,0.333333333
S149,S84,0,4,0
S149,S85,0,2,0
S149,S86,0,2,0
S149,S87,0,2,0
S149,S88,0,2,0
S149,S89,0,3,0
S149,S91,1,1,1
S149,S94,0,7,0
S149,S95,0,3,0
S149,S97,0,2,0
S149,S98,0,3,0
S149,S101,0,2,0
S149,S103,0,2,0
S149,S106,0,5,0
S149,S107,0,2,0
S149,S108,0,5,0
S149,S111,0,7,0
S149,S113,0,2,0
S149,S118,0,6,0
S149,S119,0,2,0
S149,S121,1,7,0.142857143
S149,S122,0,5,0
S149,S123,0,3,0
S149,S126,0,5,0
S149,S129,0,2,0
S149,S130,0,2,0
S149,S131,0,5,0
S149,S133,1,4,0.25
S149,S134,0,7,0
S149,S135,1,9,0.111111111
S149,S136,0,4,0
S149,S137,0,2,0
S149,S138,1,1,1
S149,S139,1,2,0.5
S149,S140,1,3,0.333333333
S149,S141,0,2,0
S149,S142,0,3,0
S149,S143,0,2,0
S149,S145,0,2,0
S149,S146,0,2,0
S149,S147,0,4,0
S149,S148,0,8,0
S149,S151,0,2,0
S149,S152,0,3,0
S149,S153,0,2,0
S149,S154,0,4,0
S149,S155,0,2,0
S149,S156,0,2,0
S149,S158,0,2,0
S149,S160,0,6,0
S149,S165,0,2,0
S149,S166,0,5,0
S149,S167,0,2,0
S149,S169,0,2,0
S149,S170,0,3,0
S149,S171,0,2,0
S149,S172,1,1,1
S149,S174,0,2,0
S149,S178,0,5,0
S149,S184,1,8,0.125
S149,S186,0,2,0
S149,S187,0,10,0
S149,S188,1,11,0.090909091
S149,S189,0,2,0
S149,S190,0,5,0
S149,S194,1,14,0.071428571
S149,S195,0,2,0
S149,S198,0,2,0
S149,S199,0,2,0
S149,S201,0,4,0
S149,S202,0,4,0
S149,S203,0,6,0
S149,S204,1,1,1
S149,S206,0,2,0
S149,S208,0,4,0
S149,S210,0,2,0
S149,S212,0,2,0
S149,S214,0,5,0
S149,S216,0,4,0
S149,S218,0,2,0
S149,S220,0,2,0
S149,S221,0,2,0
S149,S222,0,2,0
S149,S223,1,1,1
S149,S224,0,2,0
S149,S225,0,3,0
S149,S226,0,2,0
S149,S227,0,2,0
S149,S228,0,2,0
S149,S230,0,3,0
S149,S231,0,4,0
S149,S232,0,2,0
S149,S233,0,2,0
S149,S234,0,5,0
S149,S235,0,10,0
S149,S237,0,2,0
S149,S238,0,2,0
S149,S239,0,3,0
S149,S242,0,4,0
S149,S243,0,2,0
S149,S244,0,2,0
S149,S245,0,3,0
S149,S247,0,2,0
S149,S254,1,3,0.333333333
S149,S255,0,5,0
S149,S256,0,3,0
S149,S257,0,2,0
S149,S261,0,5,0
S149,S262,0,3,0
S149,S264,1,2,0.5
S149,S265,1,12,0.083333333
S149,S266,1,5,0.2
S149,S267,0,3,0
S149,S268,0,3,0
S149,S269,1,7,0.142857143
S149,S270,0,4,0
S149,S271,0,5,0
S149,S272,0,2,0
S149,S274,1,2,0.5
S149,S275,0,2,0
S149,S276,0,3,0
S149,S277,0,3,0
S149,S278,0,3,0
S149,S280,0,2,0
S149,S281,0,4,0
S149,S282,0,4,0
S149,S284,0,2,0
S149,S285,0,2,0
S149,S286,0,2,0
S149,S294,0,3,0
S149,S295,0,2,0
S149,S297,1,2,0.5
S149,S298,0,2,0
S149,S300,0,2,0
S149,S302,0,3,0
S149,S303,0,3,0
S149,S304,0,3,0
S149,S305,1,1,1
S149,S306,0,2,0
S149,S308,0,2,0
S149,S309,0,2,0
S149,S310,0,3,0
S149,S311,0,2,0
S149,S313,0,2,0
S149,S316,0,5,0
S149,S317,1,5,0.2
S149,S318,0,2,0
S149,S319,0,2,0
S149,S320,0,3,0
S149,S321,0,4,0
S149,S322,0,2,0
S149,S324,0,2,0
S149,S325,1,2,0.5
S149,S326,0,2,0
S149,S328,0,3,0
S149,S329,0,2,0
S149,S331,0,3,0
S149,S332,0,6,0
S149,S333,0,2,0
S149,S334,0,2,0
S149,S335,0,2,0
S149,S336,0,2,0
S149,S337,0,4,0
S149,S338,0,3,0
S149,S339,0,6,0
S149,S340,0,5,0
S149,S342,0,2,0
S149,S344,0,2,0
S149,S345,0,2,0
S149,S346,0,5,0
S149,S348,1,10,0.1
S149,S349,0,2,0
S149,S354,0,3,0
S149,S355,0,2,0
S149,S358,0,5,0
S149,S359,0,2,0
S149,S360,0,3,0
S149,S361,1,5,0.2
S149,S362,0,2,0
S149,S363,0,3,0
S149,S365,0,3,0
S149,S366,0,4,0
S149,S367,0,2,0
S149,S368,1,1,1
S149,S371,0,2,0
S149,S373,0,2,0
S149,S374,0,5,0
S149,S375,0,4,0
S149,S376,0,4,0
S149,S377,0,4,0
S149,S378,0,3,0
S149,S380,0,2,0
S149,S381,0,2,0
S149,S384,0,2,0
S149,S387,0,4,0
S149,S388,1,11,0.090909091
S149,S390,0,2,0
S149,S391,0,2,0
S149,S392,0,2,0
S149,S393,0,2,0
S149,S394,0,2,0
S149,S395,0,3,0
S149,S397,0,2,0
S149,S399,0,5,0
S149,S400,0,8,0
S149,S401,0,4,0
S149,S402,0,2,0
S149,S404,0,3,0
S149,S405,0,2,0
S149,S406,0,3,0
S149,S407,0,3,0
S149,S411,0,3,0
S149,S412,0,3,0
S149,S413,0,4,0
S149,S415,0,3,0
S149,S416,0,3,0
S149,S417,0,6,0
S149,S418,0,2,0
S149,S419,0,3,0
S149,S420,0,2,0
S149,S421,0,3,0
S149,S422,0,2,0
S149,S423,0,3,0
S149,S424,0,3,0
S149,S425,0,2,0
S149,S426,0,3,0
S149,S427,0,2,0
S149,S428,0,5,0
S149,S429,0,8,0
S149,S431,0,2,0
S149,S432,0,3,0
S149,S433,0,3,0
S149,S434,0,2,0
S149,S435,0,7,0
S149,S436,0,5,0
S149,S437,0,2,0
S149,S438,0,3,0
S149,S439,0,8,0
S149,S440,0,5,0
S149,S441,0,2,0
S149,S442,1,8,0.125
S149,S443,1,2,0.5
S149,S444,0,9,0
S149,S445,0,2,0
S149,S447,0,2,0
S149,S448,0,2,0
S149,S449,0,2,0
S149,S450,0,4,0
S149,S451,0,2,0
S149,S453,0,3,0
S149,S456,0,2,0
S149,S458,1,1,1
S149,S462,0,4,0
S149,S463,0,2,0
S149,S466,0,2,0
S149,S467,0,6,0
S149,S468,0,4,0
S149,S470,1,1,1
S149,S471,0,6,0
S149,S473,0,5,0
S149,S474,0,5,0
S149,S475,0,4,0
S149,S478,0,7,0
S149,S479,0,2,0
S149,S480,0,2,0
S149,S481,0,2,0
S149,S482,0,4,0
S149,S483,0,7,0
S149,S484,0,7,0
S149,S486,0,8,0
S149,S487,0,2,0
S149,S488,0,6,0
S149,S489,0,3,0
S149,S492,0,2,0
S149,S496,0,2,0
S149,S499,0,6,0
S149,S502,0,4,0
S149,S505,0,5,0
S149,S506,0,3,0
S149,S507,0,3,0
S149,S508,0,4,0
S149,S510,0,4,0
S149,S511,0,2,0
S151,S1,0,3,0
S151,S2,0,2,0
S151,S3,1,1,1
S151,S4,0,3,0
S151,S5,0,2,0
S151,S6,0,9,0
S151,S7,0,7,0
S151,S8,0,2,0
S151,S10,0,2,0
S151,S12,0,3,0
S151,S13,0,2,0
S151,S15,0,2,0
S151,S16,1,1,1
S151,S17,0,4,0
S151,S18,0,4,0
S151,S19,0,2,0
S151,S20,0,2,0
S151,S21,0,6,0
S151,S22,0,2,0
S151,S23,0,4,0
S151,S24,0,2,0
S151,S25,0,2,0
S151,S26,1,1,1
S151,S27,0,4,0
S151,S28,0,3,0
S151,S30,0,2,0
S151,S31,0,5,0
S151,S32,0,2,0
S151,S33,0,2,0
S151,S34,0,2,0
S151,S35,0,2,0
S151,S39,0,3,0
S151,S42,1,1,1
S151,S43,0,3,0
S151,S45,0,2,0
S151,S46,0,4,0
S151,S47,0,7,0
S151,S49,0,4,0
S151,S50,0,4,0
S151,S51,0,2,0
S151,S52,0,2,0
S151,S53,0,4,0
S151,S54,0,4,0
S151,S55,0,4,0
S151,S56,0,3,0
S151,S57,0,2,0
S151,S59,1,11,0.090909091
S151,S60,0,3,0
S151,S62,0,6,0
S151,S63,0,4,0
S151,S65,0,3,0
S151,S66,0,2,0
S151,S67,0,3,0
S151,S68,0,3,0
S151,S69,0,6,0
S151,S70,0,4,0
S151,S71,0,2,0
S151,S73,0,2,0
S151,S75,0,2,0
S151,S77,0,10,0
S151,S79,0,2,0
S151,S80,0,3,0
S151,S81,0,2,0
S151,S82,0,3,0
S151,S83,0,4,0
S151,S84,0,4,0
S151,S85,0,2,0
S151,S86,0,2,0
S151,S87,0,2,0
S151,S88,1,1,1
S151,S89,0,3,0
S151,S91,0,2,0
S151,S94,0,7,0
S151,S95,0,3,0
S151,S97,0,2,0
S151,S98,0,3,0
S151,S101,0,2,0
S151,S103,0,2,0
S151,S106,1,4,0.25
S151,S107,0,2,0
S151,S108,1,4,0.25
S151,S111,1,6,0.166666667
S151,S113,0,2,0
S151,S118,0,6,0
S151,S119,0,2,0
S151,S121,1,7,0.142857143
S151,S122,0,5,0
S151,S123,0,3,0
S151,S126,0,5,0
S151,S129,0,2,0
S151,S130,0,2,0
S151,S131,0,5,0
S151,S133,0,5,0
S151,S134,0,7,0
S151,S135,0,10,0
S151,S136,1,3,0.333333333
S151,S137,0,2,0
S151,S138,0,2,0
S151,S139,0,3,0
S151,S140,0,4,0
S151,S141,0,2,0
S151,S142,1,2,0.5
S151,S143,1,1,1
S151,S145,0,2,0
S151,S146,0,2,0
S151,S147,1,3,0.333333333
S151,S148,0,8,0
S151,S149,0,2,0
S151,S152,0,3,0
S151,S153,0,2,0
S151,S154,0,4,0
S151,S155,0,2,0
S151,S156,0,2,0
S151,S158,1,1,1
S151,S160,0,6,0
S151,S165,1,1,1
S151,S166,0,5,0
S151,S167,0,2,0
S151,S169,0,2,0
S151,S170,0,3,0
S151,S171,0,2,0
S151,S172,0,2,0
S151,S174,0,2,0
S151,S178,0,5,0
S151,S184,1,8,0.125
S151,S186,1,1,1
S151,S187,0,10,0
S151,S188,0,12,0
S151,S189,0,2,0
S151,S190,0,5,0
S151,S194,1,14,0.071428571
S151,S195,0,2,0
S151,S198,0,2,0
S151,S199,0,2,0
S151,S201,0,4,0
S151,S202,1,3,0.333333333
S151,S203,0,6,0
S151,S204,0,2,0
S151,S206,0,2,0
S151,S208,1,3,0.333333333
S151,S210,0,2,0
S151,S212,0,2,0
S151,S214,1,4,0.25
S151,S216,1,3,0.333333333
S151,S218,0,2,0
S151,S220,0,2,0
S151,S221,0,2,0
S151,S222,0,2,0
